Date,Close,High,Low,Open,Volume
2010-01-04,6.412383079528809,6.427064888954929,6.363543460401331,6.39500453775006,493729600
2010-01-05,6.4234700202941895,6.459725290605371,6.389611445497968,6.430062033095977,601904800
2010-01-06,6.321294784545898,6.4489372939698555,6.314702773243294,6.423468559440848,552160000
2010-01-07,6.309610366821289,6.352158415638186,6.263767111500778,6.344667491542015,477131200
2010-01-08,6.35155725479126,6.352156928627924,6.26406608217472,6.301219456796891,447610800
2010-01-11,6.295526504516602,6.382119157541543,6.24578758540687,6.376126420287547,462229600
2010-01-12,6.223915100097656,6.285339866777769,6.184963501800485,6.26796052588379,594459600
2010-01-13,6.311707496643066,6.320097331193554,6.115450496192601,6.2284112253799675,605892000
2010-01-14,6.275153160095215,6.306015366554697,6.262868444932306,6.295528473130166,432894000
2010-01-15,6.170282363891602,6.340172910517019,6.168484542229492,6.320097235290131,594067600
2010-01-19,6.443247318267822,6.447741873887603,6.209536426781082,6.242195664136453,730007600
2010-01-20,6.344067573547363,6.458525674504352,6.277249741754556,6.439349312023581,612152800
2010-01-21,6.234401702880859,6.391408236631557,6.2086337298182155,6.354554098420928,608154400
2010-01-22,5.925185680389404,6.217324935919149,5.9075078986155605,6.195751873393717,881767600
2010-01-25,6.084588050842285,6.133427271282473,5.998294613398157,6.067808782451741,1065699600
2010-01-26,6.170580863952637,6.403393525660621,6.06990526971917,6.170880500841116,1867110000
2010-01-27,6.228709697723389,6.309609263519785,5.978518077301491,6.197847495893098,1722568400
2010-01-28,5.971327304840088,6.157397829891569,5.953649526827364,6.140319325713127,1173502400
2010-01-29,5.754694938659668,6.058519967804259,5.700461857518746,6.02496143362469,1245952400
2010-02-01,5.8346943855285645,5.872747462914322,5.7319213529334645,5.763981693707552,749876400
2010-02-02,5.868555068969727,5.882338369099171,5.79424710330119,5.87005365381575,698342400
2010-02-03,5.969529151916504,5.998593531216245,5.825407003167622,5.847879370656247,615328000
2010-02-04,5.754395961761475,5.943761698865939,5.740013389278229,5.8946220429801155,757652000
2010-02-05,5.856568336486816,5.872748728826121,5.7184389282064565,5.771773495448609,850306800
2010-02-08,5.816418647766113,5.929079728870104,5.812823004742717,5.8634608438902935,478270800
2010-02-09,5.878442287445068,5.917693523620398,5.835295371279979,5.885333536521226,632886800
2010-02-10,5.846380710601807,5.890726568220166,5.820612739352889,5.869451949965533,370361600
2010-02-11,5.952749729156494,5.985110113511673,5.814620322046428,5.839190147193132,550345600
2010-02-12,6.003986835479736,6.041740283839114,5.857767232322593,5.935970461024799,655468800
2010-02-16,6.094476699829102,6.1031657718344725,6.038146150105147,6.0507305026867755,543737600
2010-02-17,6.069007396697998,6.1217418944134705,6.018369157274357,6.118146251373973,436396800
2010-02-18,6.080392360687256,6.109157102877768,6.020166544270516,6.04143996395349,422825200
2010-02-19,6.042639255523682,6.088482903479071,6.025859988311388,6.04833275696529,415469600
2010-02-22,6.005186080932617,6.067509365824225,5.968331936561997,6.062715574716663,390563600
2010-02-23,5.904509544372559,6.032451700536245,5.864059762954422,5.992600792869819,575094800
2010-02-24,6.012377738952637,6.035748620632016,5.927881320364654,5.93956716125367,460566400
2010-02-25,6.05252742767334,6.0782954029533,5.899416560460721,5.91409836963874,665126000
2010-02-26,6.131030559539795,6.147510190950099,6.052527682651459,6.063913486156062,507460800
2010-03-01,6.261970520019531,6.277251206126814,6.15590102777744,6.164889737261026,550093600
2010-03-02,6.257774829864502,6.317101345262112,6.224515528746978,6.29013442004102,566546400
2010-03-03,6.27215576171875,6.288336155742121,6.230507829152091,6.260470721689361,372052800
2010-03-04,6.313503265380859,6.319795639247643,6.251180000562212,6.270656795913364,366041200
2010-03-05,6.560399532318115,6.582871898485306,6.430959199256158,6.440247942625617,899620400
2010-03-08,6.564296722412109,6.594558856243998,6.539427253943278,6.592162160532568,429889600
2010-03-09,6.682348251342773,6.741674747813858,6.528638146782419,6.5412224945112545,920259200
2010-03-10,6.736883163452148,6.756059929387045,6.687744300941398,6.706621029859207,596218000
2010-03-11,6.756657600402832,6.756657600402832,6.691338749445006,6.709017328440684,405700400
2010-03-12,6.789616584777832,6.823474352584157,6.764147849640395,6.8126874247403855,416323600
2010-03-15,6.706920146942139,6.756657879483593,6.599352484110928,6.753063036248165,493502800
2010-03-16,6.725196361541748,6.741076717570316,6.667068401755803,6.717106565098538,446908000
2010-03-17,6.715308666229248,6.7851220645390145,6.68984032951547,6.7386795446173045,450956800
2010-03-18,6.731186866760254,6.741673754981702,6.670062158130529,6.714706442285899,342109600
2010-03-19,6.65927791595459,6.748867351932457,6.628715351138066,6.73538409101153,559445600
2010-03-22,6.73418664932251,6.771640869230453,6.596356848274451,6.605945230983516,456419600
2010-03-23,6.842353820800781,6.854938574999723,6.714710857079371,6.760854155710015,602431200
2010-03-24,6.872612953186035,6.897482410760723,6.81688130125982,6.820776980213948,597780400
2010-03-25,6.7911152839660645,6.9205560352325,6.779129806969562,6.919057450558638,542284400
2010-03-26,6.918458938598633,6.9499196153928064,6.84804546178095,6.860030938711261,640875200
2010-03-29,6.963103294372559,7.0074487618103705,6.940032449923856,6.9813815479335295,540744400
2010-03-30,7.066773414611816,7.1156138233745905,7.018832316489892,7.0892457793533925,527310000
2010-03-31,7.041306018829346,7.089547163028468,7.025126425204861,7.0559886279977215,430659600
2010-04-01,7.070371627807617,7.153069032011701,6.973890922853489,7.113518551795984,603145200
2010-04-05,7.145875930786133,7.146475204512571,7.034413417963874,7.040706192140695,684507600
2010-04-06,7.177340507507324,7.198314296911049,7.10123431151008,7.137189950558452,447017200
2010-04-07,7.209098815917969,7.2486500856440585,7.150970058850022,7.177637342243111,628502000
2010-04-08,7.189625263214111,7.23726634519466,7.132395797408913,7.204307075896214,572989200
2010-04-09,7.244754791259766,7.24775196044377,7.2049042825711105,7.2339686626507,334182800
2010-04-12,7.259736061096191,7.28310693801118,7.245353490626359,7.257038929083853,333026400
2010-04-13,7.263929843902588,7.275016808180001,7.22437857702481,7.246851742401442,306210800
2010-04-14,7.361611843109131,7.365207486528339,7.313072257147146,7.349327128142834,404076400
2010-04-15,7.458392143249512,7.461687749475583,7.356217948959215,7.364307746131297,376784800
2010-04-16,7.41284704208374,7.524908838714239,7.327452528629698,7.447903358086634,750545600
2010-04-19,7.402959823608398,7.427529249828101,7.244155463652925,7.401761275983118,566924400
2010-04-20,7.328653335571289,7.468280969045903,7.279813707563305,7.447007143334028,738326400
2010-04-21,7.767007827758789,7.797870019381071,7.662436580496482,7.754423081640342,982391200
2010-04-22,7.9842424392700195,7.992632273297508,7.676522113457134,7.737647246987364,793424800
2010-04-23,8.11488151550293,8.155331303712563,8.000123363692902,8.029786221673834,796955600
2010-04-26,8.075027465820312,8.163717564130383,8.035775442500357,8.14633942869123,479068800
2010-04-27,7.851505279541016,8.025290680475322,7.805962071088252,8.008211777280904,709343600
2010-04-28,7.838324069976807,7.910234543919992,7.682816079878434,7.887762970868285,758402400
2010-04-29,8.049259185791016,8.09000819147376,7.8506043826699194,7.880866500124042,558840800
2010-04-30,7.823038101196289,8.10708657625334,7.8203417701447,8.069333140941675,542463600
2010-05-03,7.980645179748535,8.026489220635797,7.876673186498179,7.905438325909308,454342000
2010-05-04,7.7508320808410645,7.888961933695312,7.693004141678909,7.876977254123809,723819600
2010-05-05,7.670228481292725,7.734649207084498,7.452696918013464,7.581538369597009,883103200
2010-05-06,7.378390789031982,7.737946294617227,5.970128858469827,7.605509975388235,1285860800
2010-05-07,7.067073345184326,7.387977657062578,6.74796765476434,7.302283905876638,1676018400
2010-05-10,7.610301494598389,7.630077526602107,7.446703775786874,7.498240513637563,984306400
2010-05-11,7.68610954284668,7.787084364738406,7.505732152875298,7.545881892083944,848906800
2010-05-12,7.853003978729248,7.884165416582882,7.7514298688261825,7.767608661411963,654379600
2010-05-13,7.741239547729492,7.940193582459309,7.6825115349925115,7.886859032125565,599712400
2010-05-14,7.6052093505859375,7.684911165540142,7.475769410584017,7.645359894962104,759362800
2010-05-17,7.617194652557373,7.675922683334105,7.422135436263555,7.631577223383963,762834800
